UnitID,Name,UniqueID,Credits,TypeID,Type,LevelID,Level,UnitTypeID,Details
1170,"Unit 127: Site-specific Fine Art",M/601/6658,15,11,BTEC Higher,6,"Level 5",1,"The aim of this unit is for learners to develop skills and understanding in making permanent or temporary works for specific public sites, purposes or events."
1092,"Quality Assurance and Management",D/601/1486,0,11,BTEC Higher,6,"Level 5",1,
791,"Project Design, Implementation and Evaluation",L/601/0995,20,11,BTEC Higher,-1,,1,"To develop learners’ skills of independent enquiry by undertaking a sustained investigation of
direct relevance to their vocational, academic and professional development."
792,"Professional Studies in Art and Design",F/601/5417,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ understanding of professional practice through research,
analysis and implementation of factors that influence art and design professionals including
ethics, social and environmental responsibility."
793,"Ideas in Context",T/601/5415,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ personal creative potential for generating ideas in a relevant
specialist discipline within the visual arts."
794,"Design Method",A/601/6386,15,11,BTEC Higher,-1,,1,"This unit aims to give learners opportunities to develop skills and knowledge in the development
of new products or services in design pathways."
795,"Art Direction for Advertising",D/601/5411,15,11,BTEC Higher,-1,,1,"This unit focuses on developing skills and understanding in working within creative teams to
generate visual concepts for advertising using visual communication and typographical skills."
796,"Copywriting for Advertising",Y/601/5410,15,11,BTEC Higher,-1,,1,"This unit focuses on developing learners’ skills at writing copy for advertising, working individually
and in creative teams to meet the needs of advertising briefs."
797,"Typographic Ideas",H/601/6334,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ skills in exploiting typographic design and understanding of the
relationships between design, communication and meaning."
798,"Visual Communication in Graphic Design",D/601/6395,15,11,BTEC Higher,-1,,1,"The aim of this unit is to develop learners’ skills and understanding of how meaning, messages
and information can be communicated visually in graphic design products."
799,"Management of the Design and Production Process",K/601/5394,15,11,BTEC Higher,-1,,1,"The aim of this unit is to provide learners with the knowledge and understanding of the complete design and production process."
924,"Unit 1: The Contemporary Hospitality Industry",L/601/1788,15,11,BTEC Higher,6,"Level 5",1,"This unit will enable learners to gain understanding of the nature and diversity of hospitality and
its constituent industries, including the range of job roles and employment possibilities."
998,"Unit 13 Conference &amp; Banqueting",M/601/1797,15,11,BTEC Higher,6,"Level 5",1,
1052,"Unit 8: Marketing in Hospitality",Y/601/1793,15,11,BTEC Higher,6,"Level 5",1,"This unit enables learners to understand the concepts of marketing, the role of the marketing mix,
the marketing cycle, and gain skills in using the promotional mix."
1053,"Work-based Experience",D/601/0998,15,11,BTEC Higher,6,"Level 5",1,"This unit aims to enable learners to experience the scope and depth of learning which may take
place in a work-based context by planning, monitoring and evaluating the work experience."
1054,"Unit 17: Quality Management in Business",R/601/1100,15,11,BTEC Higher,6,"Level 5",1,"The aim of this unit is to enable learners to understand the concept of quality and quality
management and define it in the context of business and service operations."
1055,"Unit 21: Small Business Enterprise",H/601/1098,15,11,BTEC Higher,6,"Level 5",1,"This unit enables learners to gain understanding of performance and impact and management of
change in small business enterprises and gain skills to improve management and performance
and revise business objectives and plans."
1056,"Unit 23: Law for Licensed Premises",M/601/1685,15,11,BTEC Higher,6,"Level 5",1,"This unit will enable learners to understand the effects of licensing legislation and the legislative
responsibilities of employers, including consumer protection and the implications of health, safety
and hygiene legislation."
1057,"Unit 31: Food Safety Management",F/601/1822,15,11,BTEC Higher,6,"Level 5",1,"This unit will enable learners to gain understanding of the systems and processes required to
produce safe food, and the management activities and controls required to achieve this."
1091,"Business Decision Making",D/601/0578,15,11,BTEC Higher,6,"Level 5",1,
1210,"Unit 101 Exhibition &amp; Retail Design",J/601/6665,15,11,BTEC Higher,6,"Level 5",1,
520,"Unit 4 - Taking Part in Sport","Unit 4",3,2,BTEC,-1,,,"Unit 4 - Taking Part in Sport"
21,"30: Location Photography",Y/502/5229,10,2,BTEC,-1,,,
77,"4: Introduction to Farm Animal Production",F/600/9097,10,2,BTEC,-1,,,
92,"18: Behaviour in Public Sector Employment",D/600/6093,5,2,BTEC,-1,,,
97,"36: Employment in the
Uniformed Public Services",M/600/5384,5,2,BTEC,-1,,,
216,"33: Stop Motion Animation Production",L/502/5700,10,2,BTEC,-1,,,
218,"38: Soundtrack Production for Moving Image",H/502/5699,10,2,BTEC,-1,,,
241,"62: Stage Management",T/502/5609,10,2,BTEC,-1,,,
245,"71: Live Sound for the stage",,10,2,BTEC,-1,,,
308,"1: Health &amp; Safety in the Engineering Workplace",T/600/0249,10,2,BTEC,-1,,,
309,"2: Communications for Technicians",M/600/0251,10,2,BTEC,-1,,,
312,"7: Business Operations in Engineering",R/600/0257,10,2,BTEC,-1,,,
386,"B8: Musical Theatre Performance",A/502/4820,10,2,BTEC,-1,,,
544,"Improving Health and Fitness For Entry to the PS","Unit 5",10,2,BTEC,-1,,,
545,"Employment in the Uniformed Public Services","Unit 2",5,2,BTEC,-1,,,
546,"Adventurous Activities and Teamwork for the Public Services","Unit 8",10,2,BTEC,-1,,,
562,"Introduction to Animal and Plant Husbandry",K/600/9403,10,2,BTEC,-1,,,
591,"1: Fundamentals of Testing",T/100/1234,10,2,BTEC,-1,,,
592,"8: Statistics in Testing",D/100/5678,10,2,BTEC,-1,,,
595,"112: IT Software Fundamentals",L/502/4384,0,2,BTEC,-1,,,
605,"14: Learning with Colleagues and Learners",F/503/2840,0,2,BTEC,-1,,,
641,"Conservation and Improvement of British Habitats",R/600?9380,10,2,BTEC,-1,,,
651,"Information Graphics",D/502/5250,10,2,BTEC,-1,,,"Information graphics is an exciting area of graphic design and covers a wide variety of mainly client led graphics applications, including magazines and books, posters, flyers, advertisements, packaging, point of sale, web design, corporate identity and signage. Whether advertising an event or a product, information graphics should be visually stimulating as well as informative.
In this unit learners will produce outcomes for information graphics applications through assignment briefs which have similar constraints to those expected in a real work situation. These constraints, often set by a client, include deadlines, cost issues, specific design approaches and possible legal and ethical issues such as copyright and designing work to be inclusive to all.
Learners will investigate the design contexts of a brief such as target audience, the product, the message and the media in which it will be presented. During these investigations learners will be encouraged to make changes to existing thinking by exploiting their own new and imaginative ideas.
A design methodology should be taught and applied to this discipline to highlight the key stages of the design process. Learners will develop skills in planning and good time management in order to meet deadlines and recognise the need for regular evaluation and review of work in progress in order to meet the requirements of the assignment brief.
This unit will also help learners develop valuable presentation skills as they will be expected to present their work in a manner suitable for the design outcome of this brief, such as portfolio presentation, mounted examples of work, formal presentation or critique."
657,"Health, Safety and Welfare in Construction &amp; The Built Environment",L/600/0211,10,11,BTEC Higher,-1,,1,"Health, Safety and Welfare
in Construction and the Built
Environment"
662,"Mathematics in Construction and the Built Environment",J/600/0451,10,2,BTEC,-1,,,"The aim of this unit is to enable learners to use mathematical techniques and methods to manipulate and/or
solve formulae, equations and algebraic expressions. Learners will be able to select and apply mathematical,
geometric, trigonometric, graphical and statistical techniques to solve practical construction problems."
673,"Unit 8: Design Principles",T/502/5741,10,2,BTEC,-1,,,"Project Title: The Bedfordshire Music Album Re-Design Project
 Start Date: 06 February 2012 
Deadline: 29nd February 2012
"
681,"9: Working in a Science-Based Organisation",J/502/5002,5,2,BTEC,-1,,,
686,"Unit 5: Using Office Equipment",F/502/5256,5,2,BTEC,-1,,,
716,"Unit 14:- Physiological disorders",J/600/8968,10,2,BTEC,-1,,,
717,test,test,0,11,BTEC Higher,-1,,1,
766,"Human Factors in Aircraft Engineering",R/600/7239,10,2,BTEC,-1,,,
777,"Technology and Public Services",F/502/9484,15,11,BTEC Higher,-1,,1,"The aim of this unit is to develop learners’ knowledge of how technology can support public
service delivery and the benefits of using technology for public service organisations, their
suppliers and customers."
803,"UNIT 04: BUSINESS ACCOUNTING",M/502/5415,0,2,BTEC,-1,,,
816,"UNIT 20: UNDERSTANDING BUSINESS ETHICS",A/502/5496,10,2,BTEC,-1,,,
847,"Extending Specialist Ceramic Techniques",D/502/5443,10,2,BTEC,3,"Level 3",,
854,"18:Collaborative Working in Art and Design",A/502/5501,10,2,BTEC,3,"Level 3",,
856,"22:Setting up an Art and Design Studio",D/502/5524,10,2,BTEC,3,"Level 3",,
929,"Undertake Kennel and Cattery Management",M/600/9418,10,2,BTEC,3,"Level 3",,
944,"Unit 8:- Pyschological perspectives",A/601/2404,5,2,BTEC,3,"Level 3",,"This unit will help learners to understnad the principles of pychology within a health and social care context. "
945,"Unit 7_ Sociological perspectives",M/601/2402,5,2,BTEC,3,"Level 3",,"This unit will allow students to study society and gain an understnding of sociology as a discipline and the different sociological perspectives."
964,"Unit 8: Explore and Create Surface Relief",A/502/3893,4,13,"BTEC Lower",1,"Level 1",,"This is a practical unit, forming a bridge between 2 dimensional and 3 dimensional studies (2D/3D). Learners will develop skills through creative activities investigating
the visual language of surface relief, and the materials and methods used by artists, crafts people and designers."
970,"Unit 15: Planning an Enterprise Activity",A/501/6300,1,13,"BTEC Lower",1,"Level 1",,"This unit aims to provide learners with a broad  ntroduction for preparing to undertake an enterprise activity."
971,"Unit 16: Running an Enterprise Activity",H/501/6114,1,13,"BTEC Lower",1,"Level 1",,"The aim of this unit is to provide learners with the opportunity to carry out an enterprise activity."
972,"Unit 17: Self-management Skills",A/501/6328,2,13,"BTEC Lower",1,"Level 1",,"Employees need to be able to manage themselves effectively in order to stay safe and healthy at work and to make a positive contribution to the workplace. This unit introduces learners to the concept of managing themselves as employees in the workplace. Learners will be required to demonstrate self-management skills such as punctuality, taking appropriate breaks during the course of the working day and knowing where to find help and support in managing themselves at work. Learners will also carry out a simple review of their performance in this area."
975,"Unit 15: Planning an Enterprise Activity",A/501/6300,1,13,"BTEC Lower",1,"Level 1",,"This unit aims to provide learners with a broad  ntroduction for preparing to undertake an enterprise activity."
976,"Unit 12: A Personal Project",Y/502/3898,4,13,"BTEC Lower",1,"Level 1",,"Within art and design, what can sometimes separate a good outcome from an
exceptional one is a uniqueness of style. This practical unit aims to give learners
the opportunity to begin to explore that individual approach. The unit is completely
learner-led and is project focused. The learners will develop and apply creative,
research and self-management skills within the context of a 2 or 3 (2D/3D)
dimensional art and design project."
985,"Unit 108: Improving Productivity Using IT",T/502/4153,3,13,"BTEC Lower",1,"Level 1",,"This unit is about the skills and knowledge needed by the IT User to plan and review their use of predefined or commonly used IT tools for straightforward or routine activities. As a result of reviewing their work,
they will be able to identify and use automated methods or alternative ways of working to improve productivity.

An activity will typically be ‘straightforward or routine’ because:
 - the task or context will be familiar and involve few factors (for example,
time available, audience needs, message, structure); and

- the techniques used will be familiar or commonly undertaken.


This unit is mandatory for the Certificate and Diploma at Level 1."
1040,"Developing Computer Games",K/601/7324,10,2,BTEC,3,"Level 3",,
1043,"Undertake and Review Work Related Experience in the Land-based Industriesage ",R/600/9394,10,2,BTEC,3,"Level 3",,
1044,"Undertake and Review Work Related Experience in the Land-based Industries","R/600/9394: ",10,2,BTEC,-1,,,
1086,"Sports Development (L2)","Unit 6",10,2,BTEC,2,"Level 2",,
1087,"Lifestyle and the Sports Performer",12,10,2,BTEC,2,"Level 2",,
1090,"77:Human Factors in Engineering",R/600/7239,10,2,BTEC,3,"Level 3",,
1097,"Introduction to the Principles of Land-based Machinery",K/600/9594,10,2,BTEC,2,"Level 2",,
1101,"Unit 39 Typefaces and Letterforms",J/502/4982,0,2,BTEC,3,"Level 3",,
1103,"Unit 110: Papermaking and Printmaking",Y/502/5439,10,2,BTEC,3,"Level 3",,
1128,"77: Human Factors",R/600/7239,10,2,BTEC,3,"Level 3",,
1129,"80: Aircraft Hydraulics",J/600/7254,10,2,BTEC,3,"Level 3",,
1130,"82: Airframe Systems",M/600/7264,10,2,BTEC,3,"Level 3",,
1133,"Embroidered Textiles",F/502/5483,10,2,BTEC,3,"Level 3",,
1134,"Embroidered Textiles",F/502/5483,10,2,BTEC,3,"Level 3",,
1156,"Engineering Maintenance Procedures and Techniques",F/600/0318,10,2,BTEC,3,"Level 3",,
1184,"25: Undertaking Environmental Interpretation in Land-Based",Y/600/9607,10,2,BTEC,3,"Level 3",,"This unit aims to introduce learners to environmental interpretation skills and understanding and how this can 
be applied in practice. It is designed for learners in centre-based settings looking to progress into the sector or 
onto further/higher education."
1206,"34: Contemporary Songwriting Techniques",L/600/6929,10,2,BTEC,3,"Level 3",,
1211,"Stage Sound Operations",A/502/5644,10,2,BTEC,3,"Level 3",,"This unit enables learners to develop the skills and practices required to use sound equipment to support a
production."
1212,"Make-up Using Prosthetics",A/502/5613,10,2,BTEC,3,"Level 3",,"This unit will enable learners to develop skills in creating make-up, based around the use of prosthetics to
create 3 dimensional special effect make-up."
1213,"Make-up Using Prosthetics",A/502/5613,10,2,BTEC,3,"Level 3",,"This unit will enable learners to develop skills in creating make-up, based around the use of prosthetics to
create 3 dimensional special effect make-up."
