CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
7261,P2,"Select and use appropriate software
applications to develop, produce and
present different types of information
to meet needs and solve problems",,596,
7262,P3,"Identify what types of information are
needed",,596,
7263,P4,"Enter, organise and format different
types of information to meet needs",,596,
7264,P5,"Apply editing techniques to refine
information as required",,596,
7265,P6,"Combine information of different
forms or from different sources to
meet needs",,596,
7266,P7,"Select and use appropriate page
layout to present information
effectively",,596,
7267,P8,"Work accurately and proofread, using
software facilities where appropriate
for the task",,596,
7268,P9,"Produce information that is fit for
purpose and audience using
commonly accepted layouts as
appropriate",,596,
7269,P10,"Review and modify work as it
progresses to ensure the result is fit
for purpose and audience",,596,
7270,P11,"Review the effectiveness of the IT
tools selected to meet presentation
needs",,596,
7271,P1,"Access the nternet or intranet",,597,
7272,P2,"Identify different types of connection
methods that can be used to access
the internet",,597,
7273,P3,"Use browser tools to navigate web
pages",,597,
7274,P4,"Identify when to change browser
settings to aid navigation",,597,
7275,P5,"Adjust browser settings to meet needs",,597,
7276,P6,"Use browser help facilities",,597,
7277,P7,"Select and use appropriate search
techniques to locate information",,597,
7278,P8,"Outline how information meets
requirements",,597,
7279,P9,"Use references to make it easier to
find information another time",,597,
7280,P10,"Download and save different types of
information from the internet",,597,
7281,P11,"Select and use tools and techniques to
communicate information online",,597,
7282,P12,"Use browser tools to share iformation sources with others",,597,
7283,P13,"Submit information online using forms
or interactive sites",,597,
7284,P14,"Identify opportunities to post or publish material to websites",,597,
7285,P15,"Identify the threats to user safety when working online",,597,
7286,P16,"Outline how to minimise internet
security risks",,597,
7287,P17,"Work responsibly and take
appropriate safety and security
precautions when working online",,597,
7288,P18,"Keep personal information secure",,597,
7289,P19,"Follow relevant laws, guidelines and procedures for the use of the internet",,597,
7290,P1,"Use software tools to compose and
format email messages",,598,
7291,P2,"Attach files to email messages",,598,
7292,P3,"Send email messages",,598,
7293,P4,"Identify how to stay safe and respect others when using email",,598,
7294,P5,"Use an address book to store and
retrieve contact information",,598,
7295,P6,"Follow guidelines and procedures for
using email",,598,
7296,P7,"Identify when and how to respond to
email messages",,598,
7297,P8,"Read and respond to email messages
appropriately",,598,
7298,P9,"Identify what messages to delete and when to do so",,598,
7299,P10,"Organise and store email messages",,598,
7300,P11,"Respond appropriately to common email problems",,598,
7301,P1,"Outline different types of
alternatives to paid work",,599,
7302,P2,"List ways to access information on alternatives to paid work",,599,
7303,P3,"Identify opportunities for
alternatives to paid work from
organisations",,599,
7304,P4,"Outline skills and qualities gained
from participating in alternatives to
paid work",,599,
7305,P5,"Explain how the skills and qualities
gained from participating in
alternatives to paid work may be
transferable to other areas of life",,599,
7306,P1,"Identify different sources of income",,600,
7307,P2,"Identify regular weekly
expenditure",,600,
7308,P3,"Use calculations to compare weekly income with expenditure",,600,
7309,P4,"Outline ways to make savings in
weekly expenditure",,600,
7310,P5,"Outline features of different types
of savings accounts",,600,
7311,P6,"Identify a savings account to match own needs",,600,
7312,P7,"Identify reasons why borrowing
money could be necessary",,600,
7313,P8,"Explain factors to take into account
before borrowing money",,600,
7314,P9,"Outline the  features of different ways to borrow money",,600,
7315,P1,"Outline different sources of information about jobs",,601,
7316,P2,"Outline the assistance provided by different
recruitment services",,601,
7317,P3,"Identify own interests and skills for
employment",,601,
7318,P4,"Identify potential job roles which match own skills and interests",,601,
7319,P5,"Outline relevant information to look for in job adverts for potential jobs",,601,
7320,P6,"Identify appropriate methods to search for potential job vacancies",,601,
7321,P1,"Outline different methods of applying for a
job",,602,
7322,P2,"Explain why different methods of applying
for a job are used",,602,
7323,P3,"Present relevant information collected for a
job application",,602,
7324,P4,"Complete a job application form accurately",,602,
7325,P5,"Complete a CV for a job application in a given format",,602,
7326,P6,"Present an appropriate covering letter for a job application",,602,
7327,P1,"Identify the purpose of the interview",,603,
7328,P2,"Outline the key information about the job/
placement/course drawing on application
information",,603,
7329,P3,"Prepare answers to questions that might be asked at the interview",,603,
7330,P4,"Identify questions to ask which show
interest in the job, placement or course",,603,
7331,P5,"Confirm the time and place where the
interview will be held",,603,
7332,P6,"Plan a route and means of transport to arrive on time for the interview",,603,
7333,P1,"Demonstrate punctuality for the interview",,604,
7334,P2,"Demonstrate care in personal appearance
relevant to the interview",,604,
7335,P3,"Answer questions asked by the interviewer
with appropriate informative responses",,604,
7336,P4,"Demonstrate attention through use of nonverbal
communication",,604,
7337,P5,"Outline what went well in the interview and
what did not",,604,
7349,P1,"Outline learning situations with co-workers",,606,
7350,P2,"Outline learning situations with other learners",,606,
7351,P3,"Give opinions about an aspect of own learning",,606,
7352,P4,"Respond appropriately to others’ opinions
and feelings about an aspect of learning",,606,
7353,P5,"Give and receive feedback about own
learning",,606,
7354,P6,"Identify own preferred method of learning",,606,
7355,P7,"Outline how this compares to how other people prefer to learn",,606,
7356,P8,"State own learning goal",,606,
7357,P9,"Identify the progress made towards own
identified learning goal",,606,
7358,P10,"Outline what went well and what did not go so well in own learning",,606,
7359,P11,"Create a new learning plan to achieve the next learning goal",,606,
7360,P1,"Explain why it is important to follow an
organisation’s rules and procedures",,607,
7361,P2,"Describe the benefits of positive attitudes
and behaviours for self",,607,
7362,P3,"Describe the benefits of positive attitudes
and behaviours at work",,607,
7363,P4,"Interact appropriately with colleagues and
customers",,607,
7364,P5,"Follow organisational procedures governing
attitudes and behaviours at work",,607,
7365,P6,"Identify own positive attitudes and behaviours",,607,
7366,P7,"Describe how own attitudes and behaviours
could be improved.",,607,
7367,P1,"Outline positive behaviours necessary for
teamwork",,608,
7368,P2,"Outline own strengths, skills and experiences
that might be relevant to team task",,608,
7369,P3,"Identify team skills needed to complete team
task",,608,
7370,P4,"Outline how own strengths and skills could
match the needs of the team task",,608,
7371,P5,"Identify what the task is about and what the team is working to achieve",,608,
7372,P6,"Identify own role and responsibilities and those of others in the team",,608,
7373,P7,"Outline how own role contributes to the work of the team as a whole",,608,
7374,P8,"Give examples of listening to the ideas and
suggestions of others",,608,
7375,P9,"Give ideas and suggestions as to how the team might complete their task",,608,
7376,P10,"Give examples of offering help or support to other team members",,608,
7377,P11,"Give examples of accepting the help or advice of others",,608,
7378,P12,"Complete the aspects of the allocated task,
in line with the brief",,608,
7379,P13,"Identify which positive teamworking
behaviours were demonstrated by self in
undertaking the task",,608,
7380,P14,"Identify own teamworking skills that could
be improved",,608,
11129,P1,"Know employee ‘rights’ and
‘responsibilities’ in a place of
work",,983,
11132,P2,"Know how the rights of
individuals are supported in
a place of work",,983,
11136,P3,"Know the responsibilities of
employers in a place of work",,983,
11119,P1,"Know how to identify more
experienced people",,982,
11122,P2,"Be able to learn from people with more experience",,982,
11126,P3,"Understand what they have
learned from people with more
experience",,982,
11162,P1,"Connect to the internet",,986,
